Region,District,FirstNation,Community,Water System Name,System Type,Advisory Type,Advisory Reasons,Date Set,Date Revoked ,BAND_NUMBER,BAND_NAME,LONGITUDE,LATITUDE,COORD_SYS,
Saskatchewan,,Key,Key,Key,PWS,1,"2,3",2008-01-17,2008-08-26,,,,,,
Saskatchewan,,Key,Key,Key,PWS,1,2,2009-04-03,2009-06-19,,,,,,
Pacific,Coastal District,NISGA'A VILLAGE OF GINGOLX,Kincolith,Kincolith ,PWS,1,4,2013-08-16,2013-08-22,,,,,,
Ontario,Southern,MOOSE DEER POINT,King Bay,King Bay Pumphouse ,PWS,1,"1,3,4",1998-01-01,2007-12-19,,,,,,
Pacific,"Coastal District, Health Canada",TSAWATAINEUK,Gwa Yee (Kingcome),Kingcome ,PWS,1,"1,3,4",2004-07-14,2005-03-18,,,,,,
Pacific,"Coastal District, Health Canada",TSAWATAINEUK,Gwa Yee (Kingcome),Kingcome ,PWS,1,6,2007-01-03,2007-02-05,,,,,,
Pacific,"Coastal District, Health Canada",TSAWATAINEUK,Gwa Yee (Kingcome),Kingcome ,PWS,1,"3,4",2007-03-29,2007-04-02,,,,,,
Ontario,Sioux Lookout,KINGFISHER,Kingfisher Lake,Kingfisher Lake,PWS,1,"2,3",2004-10-22,2009-09-08,,,,,,
Ontario,Sioux Lookout,KINGFISHER,Kingfisher Lake,Kingfisher Lake,PWS,1,2,2009-11-22,2009-12-14,,,,,,
Ontario,Sioux Lookout,KINGFISHER,Kingfisher Lake,Kingfisher Lake,PWS,1,2,2010-01-25,2010-02-08,,,,,,
Ontario,Sioux Lookout,KINGFISHER,Kingfisher Lake,Kingfisher Lake,PWS,1,4,2010-06-25,2010-07-05,,,,,,
Ontario,Sioux Lookout,KINGFISHER,Kingfisher Lake,Kingfisher Lake,PWS,1,6,2012-07-01,2012-07-11,,,,,,
Ontario,Sioux Lookout,KINGFISHER,Kingfisher Lake,Kingfisher Lake,PWS,1,3,2014-09-09,2014-09-19,,,,,,
Atlantic,,LENNOX ISLAND,Lennox Island,Lennox Island new well ,PWS,1,"3,4",2006-09-07,2006-09-22,,,,,,
Atlantic,,LENNOX ISLAND,Lennox Island,Lennox Island new well ,PWS,1,"3,4",2008-08-21,2008-08-29,,,,,,
Atlantic,,LENNOX ISLAND,Lennox Island,Lennox Island old  well ,PWS,1,4,2004-11-18,2004-11-26,,,,,,
Atlantic,,LENNOX ISLAND,Lennox Island,Lennox Island old  well ,PWS,1,"3,4",2008-08-22,2008-08-29,,,,,,
Atlantic,,METEPENAGIAG MI'KMAQ NATION,Red Bank,Red Bank ,PWS,1,"3,4",2005-05-06,2005-05-12,,,,,,
Atlantic,,MIAWPUKEK,Conne River,Conne River ,PWS,1,"3,4",2014-09-10,None,,,,,,
Saskatchewan,,Kinookimaw,Kinookimaw,Kinookimaw ,PWS,1,3,2004-06-14,"the resort is not on reserve
 land and falls under the jurisdiction of the Saskatchewan's water security agency",,,,,,
Saskatchewan,,Peter Ballantyne,Kinoosao,Kinoosao,PWS,1,2,2012-06-27,2012-06-28,,,,,,
Saskatchewan,,Peter Ballantyne,Kinoosao,Kinoosao,PWS,1,2,2015-11-20,2015-11-25,,,,,,
Quebec,,Essipit ,Essipit,ESS,PWS,1,8,2010-03-15,2010-03-25,,,,,,
Saskatchewan,,Peter Ballantyne,Kiskaciwan,Kiskaciwan,PWS,1,2,2012-06-27,2012-06-28,,,,,,
Pacific,"Coastal District, Health Canada",KISPIOX,Kispiox,Kispiox ,PWS,1,4,2003-10-03,2004-02-04,,,,,,
Quebec,,Essipit ,Essipit,ESS,PWS,1,4,2011-10-20,2011-11-04,,,,,,
Quebec,,Essipit ,Essipit,ESS,PWS,1,6,2012-03-30,2012-04-05,,,,,,
Pacific,"Coastal District, Health Canada",KITAMAAT,Kitamaat Village,Kitamaat ,PWS,1,4,2004-08-24,2004-12-14,,,,,,
Pacific,"Coastal District, Health Canada",KITASOO,Kitasoo (Klemtu),Kitasoo ,PWS,1,"2, 3, 6",2002-01-16,2005-05-13,,,,,,
Pacific,"Coastal District, Health Canada",KITKATLA,Kitkatla,Kitkatla,PWS,1,"3,4",2007-09-26,2007-10-03,,,,,,
Pacific,Coastal,KITKATLA,Kitkatla,Kitkatla,PWS,1,"2,3,4",2010-12-06,2010-12-08,,,,,,
Pacific,"Coastal District, Health Canada",KITKATLA,Kitkatla,Kitkatla ,PWS,1,"4,5",2002-11-19,2002-12-19,,,,,,
Pacific,"Central District, Health Canada",LYTTON,Kitzowit #20,Kitzowit ,PWS,1,"2,4",2005-11-15,2005-12-02,,,,,,
Quebec,,Essipit ,Essipit,ESS,PWS,1,"4,6",2012-11-23,2012-11-28,,,,,,
Quebec,,Essipit ,Essipit,ESS,PWS,1,6,2015-09-23,2015-10-14,,,,,,
Quebec,,Gesgapegiag First Nation,Gesgapegiag,GES,PWS,1,"2,4",2007-11-22,2007-11-24,,,,,,
Quebec,,Gesgapegiag First Nation,Gesgapegiag,GES,PWS,1,4,2003-09-05,2003-10-03,,,,,,
Quebec,,Grand Lac Vvictoria (Kitcisakik),Grand Lac Vvictoria (Kitcisakik),KIT,PWS,1,2,2005-07-25,2013-07-27,,,,,,
Quebec,,Grand Lac Vvictoria (Kitcisakik),Grand Lac Vvictoria (Kitcisakik),KIT,PWS,1,1,2013-09-26,2013-10-03,,,,,,
Ontario,Sioux Lookout,Koocheching,Koocheching,Koocheching ,PWS,1,5,2009-10-19,None,,,,,,
Pacific,"Coastal District, Health Canada",SQUAMISH,Kowtain,Kowtain (Mamquam) ,PWS,1,5,2007-10-07,2007-10-15,,,,,,
Pacific,"Coastal District, Health Canada",SQUAMISH,Kowtain,Kowtain (Mamquam) ,PWS,1,5,2007-11-12,2007-11-16,,,,,,
Pacific,"Coastal District, Health Canada",SQUAMISH,Kowtain,Kowtain (Mamquam) ,PWS,1,5,2007-12-03,2007-12-13,,,,,,
Pacific,"Coastal District, Health Canada",SQUAMISH,Kowtain,Kowtain (Mamquam) ,PWS,1,8,2003-10-20,2003-10-22,,,,,,
Pacific,"Central District, Health Canada",COOK'S FERRY,Kumcheen,Kumcheen 1 ,PWS,1,"2,5",2013-05-06,2013-05-10,,,,,,
Pacific,"Central District, Health Canada",COOK'S FERRY,Kumcheen ,Kumcheen 1 ,PWS,1,4,2002-10-11,2003-01-03,,,,,,
Pacific,"Central District, Health Canada",KWANTLEN FIRST NATION,Main Reserve,Kwantlen Main ,PWS,1,"1,5",2006-11-16,2006-11-17,,,,,,
Saskatchewan,,Lac La Ronge,La Ronge,La Ronge,PWS,1,5,2009-08-04,2009-08-13,,,,,,
Saskatchewan,,Lac La Ronge,La Ronge,La Ronge,PWS,1,2,2011-09-18,2011-09-27,,,,,,
Saskatchewan,,Lac La Ronge,La Ronge,La Ronge,PWS,1,2,2012-06-27,2012-06-28,,,,,,
Saskatchewan,,Lac La Ronge,La Ronge,La Ronge,PWS,1,8,2014-10-21,2014-10-24,,,,,,
Saskatchewan,,Lac La Ronge,La Ronge,La Ronge,PWS,1,2,2015-08-24,2015-09-18,,,,,,
Saskatchewan,,Lac La Ronge,La Ronge,La Ronge,PWS,1,2,2015-11-10,2015-11-23,,,,,,
Quebec,,Huronne-Wendat (Wendake- Villa ge Huron),Wendake ( Village Huron de Wendake),VHW,PWS,1,8,2004-08-25,2004-09-17,,,,,,
Quebec,,Huronne-Wendat (Wendake- Villa ge Huron),Wendake ( Village Huron de Wendake),VHW,PWS,1,8,2006-05-29,2006-06-02,,,,,,
Quebec,,Huronne-Wendat (Wendake- Villa ge Huron),Wendake ( Village Huron de Wendake),VHW,PWS,1,8,2009-11-05,2009-11-06,,,,,,
Quebec,,Huronne-Wendat (Wendake- Villa ge Huron),Wendake ( Village Huron de Wendake),VHW,PWS,1,8,2014-05-20,2014-05-29,,,,,,
Quebec,,Huronne-Wendat (Wendake- Villa ge Huron),Wendake ( Village Huron de Wendake),VHW,PWS,1,4,2015-05-11,2015-05-15,,,,,,
Ontario,Thunder Bay,LAC LA CROIX,Lac La Croix First Nation,Lac La Croix ,PWS,1,2,2015-08-31,2015-09-02,,,,,,
Ontario,Thunder Bay,LAC LA CROIX,Lac La Croix First Nation,Lac La Croix ,PWS,1,2,2015-08-12,2015-08-21,,,,,,
Ontario,Thunder Bay,LAC LA CROIX,Lac La Croix First Nation,Lac La Croix ,PWS,1,2,2004-01-19,2004-01-28,,,,,,
Ontario,Thunder Bay,LAC LA CROIX,Lac La Croix First Nation,Lac La Croix ,PWS,1,2,2005-07-16,2005-09-02,,,,,,
Ontario,Thunder Bay,LAC LA CROIX,Lac La Croix First Nation,Lac La Croix ,PWS,DNC,6,2009-08-04,2009-11-12,,,,,,
Ontario,Thunder Bay,LAC LA CROIX,Lac La Croix First Nation,Lac La Croix ,PWS,1,6,2010-11-26,2010-12-01,,,,,,
Ontario,Thunder Bay,LAC LA CROIX,Lac La Croix First Nation,Lac La Croix ,PWS,1,2,2011-08-02,2011-08-19,,,,,,
Ontario,Thunder Bay,LAC LA CROIX,Lac La Croix First Nation,Lac La Croix ,PWS,1,2,2011-11-02,2011-11-04,,,,,,
Ontario,Thunder Bay,LAC LA CROIX,Lac La Croix First Nation,Lac La Croix ,PWS,1,2,2012-07-20,2012-07-30,,,,,,
Ontario,Thunder Bay,LAC LA CROIX,Lac La Croix First Nation,Lac La Croix ,PWS,1,2,2012-08-20,2012-08-24,,,,,,
Ontario,Thunder Bay,LAC LA CROIX,Lac La Croix First Nation,Lac La Croix ,PWS,1,1,2012-08-29,2012-08-31,,,,,,
Ontario,Thunder Bay,LAC LA CROIX,Lac La Croix First Nation,Lac La Croix ,PWS,1,2,2013-06-27,2013-07-05,,,,,,
Ontario,Thunder Bay,LAC LA CROIX,Lac La Croix First Nation,Lac La Croix ,PWS,1,2,2013-08-22,2013-08-29,,,,,,
Ontario,Thunder Bay,LAC LA CROIX,Lac La Croix First Nation,Lac La Croix ,PWS,1,2,2014-07-22,2014-07-25,,,,,,
Ontario,Thunder Bay,LAC LA CROIX,Lac La Croix First Nation,Lac La Croix ,PWS,1,2,2015-10-16,2015-10-23,,,,,,
Ontario,Thunder Bay,LAC LA CROIX,Lac La Croix First Nation,Lac La Croix ,PWS,1,2,2015-10-26,2015-10-29,,,,,,
Ontario,Thunder Bay,LAC LA CROIX,Lac La Croix First Nation,Lac La Croix C,PWS,1,"2,3",2003-07-31,2003-08-13,,,,,,
Pacific,"Central District, Health Canada",LEQ' A: MEL FIRST NATION,Lakahahmen/Kelly/Evergreen,Lakahamen/Kelly/Evergreen ,PWS,1,4,2006-09-16,2006-10-20,,,,,,
Ontario,Thunder Bay,LAKE HELEN FIRST NATION,Lake Helen First Nation,Lake Helen ,PWS,1,2,2007-07-18,2007-07-26,,,,,,
Ontario,Thunder Bay,LAKE HELEN FIRST NATION,Lake Helen First Nation,Lake Helen ,PWS,1,6,2007-08-02,2007-08-10,,,,,,
Ontario,Thunder Bay,LAKE HELEN FIRST NATION,Lake Helen First Nation,Lake Helen ,PWS,1,2,2008-03-27,2008-03-28,,,,,,
Saskatchewan,,Mistawasis,Lake Village,Lake Helen ,PWS,1,3,2008-02-06,2008-02-12,,,,,,
Saskatchewan,,Mistawasis,Lake Village ,Lake Helen ,PWS,1,2,2010-03-03,2010-03-22,,,,,,
Saskatchewan,,Mistawasis,Lake Village,Lake Helen ,PWS,1,2,2010-10-06,2010-10-20,,,,,,
Saskatchewan,,Mistawasis,Lake Village,Lake Helen ,PWS,1,2,2011-08-26,2011-09-09,,,,,,
Saskatchewan,,Mistawasis,Lake Village,Lake Helen ,PWS,1,2,2011-11-23,2011-12-02,,,,,,
Pacific,"Coastal District, Health Canada",SECHELT,Sechelt,Lang Bay ,PWS,1,"1, 4, 6, 3",1997-04-14,2005-03-16,,,,,,
Saskatchewan,,English River,Laplonge,Laplonge ,PWS,1,8,2014-03-10,2014-03-24,,,,,,
Saskatchewan,,English River,Laplonge,Laplonge ,PWS,1,3,2014-05-06,2014-05-16,,,,,,
Atlantic,,MIAWPUKEK,Conne River,Conne River ,PWS,1,2,2007-10-05,2007-12-14,,,,,,
Atlantic,,MIAWPUKEK,Conne River,Conne River ,PWS,1,6,2008-08-21,2008-09-23,,,,,,
Atlantic,,MIAWPUKEK,Conne River,Conne River ,PWS,1,6,2008-10-08,2011-09-06,,,,,,
Atlantic,,MIAWPUKEK,Conne River,Conne River ,PWS,1,6,2011-12-12,2012-08-08,,,,,,
Alberta,Treaty 7,Blood,Blood,Levern ,PWS,1,"o,11",2010-05-20,2010-09-22,,,,,,
Pacific,"Northern District, Health Canada",RED BLUFF,Lhatako,Lhatako ,PWS,1,4,2010-09-28,2010-10-18,,,,,,
Quebec,,Innu Takuaikan Uashat Mak Mani-Utenam ,Uashat (Sept-×les),UAS,PWS,1,6,2001-11-22,2001-11-23,,,,,,
Saskatchewan,,Little Black Bear,Little Black Bear,Little Black River ,PWS,1,1,2011-04-12,2011-05-18,,,,,,
Manitoba,,Black River First Nation,Black River,Little Black River ,PWS,1,2,2009-07-30,2009-08-21,,,,,,
Manitoba,,Black River First Nation,Black River,Little Black River ,PWS,1,f,2014-01-09,2014-02-03,,,,,,
Saskatchewan,,Sakimay,Little Bone,Little Bone ,PWS,1,2,2011-11-18,2011-12-02,,,,,,
Alberta,Treaty 8,Lubicon Lake,Little Buffalo,Little Buffalo ,PWS,DNC,"2,6",2007-07-20,2007-08-10,,,,,,
Manitoba,,LITTLE GRAND RAPIDS,LITTLE GRAND RAPIDS,Little Grand Rapids ,PWS,1,"2,3,4",2004-08-17,2005-11-16,,,,,,
Manitoba,,LITTLE GRAND RAPIDS,LITTLE GRAND RAPIDS,Little Grand Rapids ,PWS,1,"3,4",2008-03-07,2008-03-25,,,,,,
Manitoba,,LITTLE GRAND RAPIDS,LITTLE GRAND RAPIDS,Little Grand Rapids ,PWS,BWO,4,2009-01-17,2009-07-02,,,,,,
Manitoba,,LITTLE GRAND RAPIDS,LITTLE GRAND RAPIDS,Little Grand Rapids ,PWS,1,8,2014-02-04,2014-02-25,,,,,,
Manitoba,,LITTLE GRAND RAPIDS,LITTLE GRAND RAPIDS,Little Grand Rapids ,PWS,1,3,2006-03-08,2006-04-12,,,,,,
Saskatchewan,,Little Pine,Little Pine,Little Pine,PWS,1,3,2004-07-14,2004-07-23,,,,,,
Saskatchewan,,Little Pine,Little Pine,Little Pine,PWS,1,"2,3",2005-10-11,2005-11-25,,,,,,
Saskatchewan,,Little Pine,Little Pine,Little Pine,PWS,1,3,2006-02-13,2006-02-15,,,,,,
Saskatchewan,,Little Pine,Little Pine,Little Pine,PWS,1,3,2010-05-27,2010-06-03,,,,,,
Saskatchewan,,Little Pine,Little Pine,Little Pine,PWS,1,8,2014-12-23,2015-02-13,,,,,,
Saskatchewan,,Little Pine,Little Pine,Little Pine,PWS,1,2,2015-04-08,2015-12-12,,,,,,
Saskatchewan,,Montreal Lake,Little Red River,Little Red River,PWS,1,2,2012-06-27,2012-06-28,,,,,,
Saskatchewan,,Montreal Lake,Little Red River,Little Red River,PWS,1,2,2013-04-23,2013-05-06,,,,,,
Pacific,"Northern District, Health Canada",XENI GWET'IN F.NATIONS GOVT,Xeni Gwet'in,Lohbiee ,PWS,1,"2,4,6",2001-05-01,None,,,,,,
Ontario,Sioux Lookout,WAWAKAPEWIN,Long Dog,Long Dog,PWS,1,2,2004-03-03,None,,,,,,
Ontario,Thunder Bay,Long Lake No. 58,Long Lake No. 58 ,Long Lake No. 58 ,PWS,1,2,2008-07-09,2008-07-14,,,,,,
Ontario,Thunder Bay,Long Lake No. 58,Long Lake No. 58 ,Long Lake No. 58 ,PWS,1,2,2011-02-03,2011-02-11,,,,,,
Ontario,Thunder Bay,Long Lake No. 58,Long Lake No. 58 ,Long Lake No. 58 ,PWS,1,2,2015-10-27,2015-11-06,,,,,,
Alberta,Treaty 8,Loon River,Loon River,Loon River,PWS,1,"a,8",2010-06-03,2010-06-07,,,,,,
Alberta,Treaty 8,Loon River,Loon River,Loon River,PWS,1,13,2011-01-11,2011-01-21,,,,,,
Alberta,Treaty 8,Loon River,Loon River,Loon River,PWS,1,m,2011-05-20,2011-05-30,,,,,,
Alberta,Treaty 8,Loon River,Loon River,Loon River,PWS,1,1,2011-07-13,2011-07-16,,,,,,
Alberta,Treaty 8,Loon River,Loon River,Loon River,PWS,1,"n,12",2013-12-17,2014-09-15,,,,,,
Alberta,Treaty 6,Louis Bull,Louis Bull,Louis Bull 1,PWS,DNC,2,2008-01-31,2008-02-01,,,,,,
Pacific,"Central District, Health Canada",Lower Kootenay,Lower Kootenay,Lower Kootenay Main ,PWS,1,4,2005-11-05,2005-12-02,,,,,,
Pacific,Central ,Lower Kootenay,Lower Kootenay,Lower Kootenay Main ,PWS,1,4,2010-06-09,2010-06-21,,,,,,
Pacific,Central,Lower Kootenay,Lower Kootenay,Lower Kootenay Main ,PWS,1,4,2011-11-02,2011-11-22,,,,,,
Pacific,Central District,Lower Kootenay,Lower Kootenay,Lower Kootenay Main ,PWS,1,4,2012-06-27,2012-07-06,,,,,,
Pacific,"Central District, Health Canada",Lower Kootenay,Lower Kootenay,Lower Kootenay Main ,PWS,1,4,2012-07-11,2013-01-24,,,,,,
Pacific,"Central District, Health Canada",COLDWATER,Lower Kwinshatin (North),Lower Kwinshatin ,PWS,1,4,2002-10-11,2003-01-03,,,,,,
Pacific,"Central District, Health Canada",Penticton,PIB  Lower Village,Lower Village ,PWS,1,4,2013-06-20,2013-06-27,,,,,,
Quebec,,Innu Takuaikan Uashat Mak Mani-Utenam ,Uashat (Sept-×les),UAS,PWS,1,6,2003-06-29,2003-07-07,,,,,,
Quebec,,Innu Unamen Shipu,Unamen Shipu (La Romaine),UNA,PWS,1,6,2004-08-24,2004-09-01,,,,,,
Pacific,"Central District, Health Canada",YALE FIRST NATION,Ruby Creek,Lukseetsissum ,PWS,1,4,2004-09-30,2005-05-09,,,,,,
Alberta,Treaty 8,Sturgeon Lake,Machimooniyaw,Machimooniyaw Store,SPWS,1,"k,13",2011-07-16,2011-10-06,,,,,,
Pacific,"Central District, Health Canada",SKAWAHLOOK FIRST NATION,Skawahlook,Main ,PWS,1,"2,4",2004-07-05,2004-10-14,,,,,,
Pacific,"Central District, Health Canada",Xaxli'p,Main Reserve,Main Reserve ,PWS,1,4,2007-09-12,2007-12-03,,,,,,
Pacific,"Central District, Health Canada",Xaxli'p,Main Reserve,Main Reserve ,PWS,1,4,2012-12-07,2013-01-10,,,,,,
Saskatchewan,,Mistawasis,Main System,Main System ,PWS,1,2,2011-06-21,2011-06-28,,,,,,
Saskatchewan,,Mistawasis,Main Village,Main Village,PWS,1,2,2011-09-29,2011-10-06,,,,,,
Manitoba, ,GOD'S LAKE FIRST NATION,God's Lake,Main Water Distribution System,PWS,1,2,2008-02-02,2008-02-13,,,,,,
Ontario,Sioux Lookout,KITCHENUHMAYKOOSIB INNINUWUG,Big Trout Lake,Mainland TWS,PWS,1,3,2001-07-26,2003-04-16,,,,,,
Ontario,Southern,ALGONQUINS OF PIKWAKANAGAN,Golden lake,Makwa Development Corp ,SPWS,1,4,2008-07-11,None,,,,,,
Saskatchewan,,Makwa Sahgaiehcan,Makwa Sahgaiehcan,Makwa Sahgaiehcan,PWS,1,2,2006-11-07,2006-11-10,,,,,,
Saskatchewan,,Makwa Sahgaiehcan,Makwa Sahgaiehcan,Makwa Sahgaiehcan,PWS,1,3,2007-03-09,2008-01-14,,,,,,
Saskatchewan,,Makwa Sahgaiehcan,Makwa Sahgaiehcan,Makwa Sahgaiehcan,PWS,1,"2,3",2008-09-03,2008-09-09,,,,,,
Saskatchewan,,Makwa Sahgaiehcan,Makwa Sahgaiehcan,Makwa Sahgaiehcan,PWS,1,2,2009-07-29,2009-07-31,,,,,,
Saskatchewan,,Makwa Sahgaiehcan,Makwa Sahgaiehcan,Makwa Sahgaiehcan,PWS,1,2,2011-07-20,2011-08-04,,,,,,
Saskatchewan,,Makwa Sahgaiehcan,Makwa Sahgaiehcan,Makwa Sahgaiehcan,PWS,1,1,2012-03-07,2012-04-05,,,,,,
Saskatchewan,,Makwa Sahgaiehcan,Makwa Sahgaiehcan,Makwa Sahgaiehcan,PWS,1,2,2012-06-27,2012-07-05,,,,,,
Saskatchewan,,Makwa Sahgaiehcan ,Makwa Sahgaiehcan,Makwa Sahgaiehcan,PWS,1,2,2014-02-16,2014-03-27,,,,,,
Saskatchewan,,Makwa Sahgaiehcan ,Makwa Sahgaiehcan,Makwa Sahgaiehcan,PWS,1,2,2014-04-14,2014-05-01,,,,,,
Saskatchewan,,Makwa Sahgaiehcan ,Makwa Sahgaiehcan,Makwa Sahgaiehcan,PWS,1,8,2014-10-02,2014-10-17,,,,,,
Saskatchewan,,Makwa Sahgaiehcan ,Makwa Sahgaiehcan,Makwa Sahgaiehcan,PWS,1,8,2015-08-28,2015-09-04,,,,,,
Alberta,Treaty6,Pigeon Lake,Pigeon Lake,Mameo Campground #2 Handpump well,SPWS,1,"k,3",2010-07-15,None,,,,,,
Quebec,,Innu Unamen Shipu,Unamen Shipu (La Romaine),UNA,PWS,1,3,2006-10-10,2006-10-12,,,,,,
Quebec,,Innu Unamen Shipu,Unamen Shipu (La Romaine),UNA,PWS,1,4,2008-07-24,2008-08-08,,,,,,
Manitoba,,Manto Sipi Cree Nation,keewatin Tribal Council (KTC),Manto Sipi(God's River),PWS,DNC,2,2008-06-14,2008-06-18,,,,,,
Alberta,Treaty 8,Fort McMurray,Fort McMurray-Gregoire Lake,Mark Amy Treatment Centre ,SPWS,1,4,2008-10-24,2008-11-14,,,,,,
Alberta,Treaty 8,Fort McMurray,Fort McMurray-Gregoire Lake,Mark Amy Treatment Centre ,SPWS,1,"b,12",2012-09-19,2013-04-22,,,,,,
Ontario,Thunder Bay,MARTIN FALLS,Marten Falls First Nation,Marten Falls ,PWS,1,"3,5",2005-07-18,None,,,,,,
Alberta,Treaty 8,Woodland Cree,Woodland Cree,Marten Lake Community Hall ,SPWS,1,4,2008-07-11,2008-11-10,,,,,,
Alberta,Treaty 8,Dene Tha',Bushe,Bushe Food & Gas ,SPWS,1,"r,12",2016-04-29,2016-08-17,,,,,,
Quebec,,Innu Unamen Shipu,Unamen Shipu (La Romaine),UNA,PWS,1,6,2009-01-09,2009-01-15,,,,,,
Quebec,,Innu Unamen Shipu,Unamen Shipu (La Romaine),UNA,PWS,1,"5, 6",2009-07-09,2009-10-09,,,,,,
Quebec,,Innu Unamen Shipu,Unamen Shipu (La Romaine),UNA,PWS,1,8,2011-08-30,2011-08-31,,,,,,
Quebec,,Innu Unamen Shipu,Unamen Shipu (La Romaine),UNA,PWS,1,1,2012-09-11,2012-09-12,,,,,,
Quebec,,Innu Unamen Shipu,Unamen Shipu (La Romaine),UNA,PWS,1,8,2012-09-12,2012-09-15,,,,,,
Quebec,,Innu Unamen Shipu,Unamen Shipu (La Romaine),UNA,PWS,1,6,2012-12-24,2012-12-25,,,,,,
Quebec,,Innu Unamen Shipu,Unamen Shipu (La Romaine),UNA,PWS,1,2,2013-06-03,2013-06-05,,,,,,
Quebec,,Innu Unamen Shipu,Unamen Shipu (La Romaine),UNA,PWS,1,5,2013-07-19,2013-07-24,,,,,,
Quebec,,Innu Unamen Shipu,Unamen Shipu (La Romaine),UNA,PWS,1,2,2015-02-18,2015-02-20,,,,,,
Quebec,,Innu Unamen Shipu,Unamen Shipu (La Romaine),UNA,PWS,1,4,2015-02-18,2015-02-18,,,,,,
Quebec,,Innu/Matimekush,Matimekush,MAT,PWS,1,4,2004-01-23,2004-01-27,,,,,,
Quebec,,Innu/Matimekush,Matimekush,MAT,PWS,1,4,2007-05-28,2007-06-05,,,,,,
Quebec,,Innu/Matimekush,Matimekush,MAT,PWS,1,"6,8",2008-07-08,2008-07-17,,,,,,
Quebec,,Innu/Matimekush,Matimekush,MAT,PWS,1,"2,8",2009-08-19,2009-08-27,,,,,,
Quebec,,Innu/Matimekush,Matimekush,MAT,PWS,1,3,2012-03-13,2012-03-16,,,,,,
Quebec,,Innu/Matimekush,Matimekush,MAT,PWS,1,6,2013-04-03,2013-04-08,,,,,,
Quebec,,Innu/Matimekush,Matimekush,MAT,PWS,1,6,2014-08-02,2014-08-11,,,,,,
Quebec,,Innu/Matimekush,Matimekush,MAT,PWS,1,6,2014-11-22,2014-12-09,,,,,,
Quebec,,Innu/Matimekush,Matimekush,MAT,PWS,1,4,2002-03-20,2002-04-02,,,,,,
Quebec,,Innu/Matimekush,Matimekush,MAT,PWS,1,4,2003-08-19,2003-08-26,,,,,,
Quebec,,Innu/Matimekush-Lac John,"Lac John,",LAC,PWS,1,2,2006-09-15,2006-09-21,,,,,,
Quebec,,Innu/Matimekush-Lac John,Lac John,LAC,PWS,1,8,2011-12-12,2011-12-30,,,,,,
Quebec,,Innu/Matimekush-Lac John,Lac John,LAC,PWS,1,6,2012-02-09,2012-02-15,,,,,,
Quebec,,Innu/Matimekush-Lac John,Lac John,LAC,PWS,1,"2,6",2015-02-15,2015-02-23,,,,,,
Quebec,,Innu/Matimekush-Lac John,Lac John,LAC,PWS,1,3,2015-04-01,2015-04-03,,,,,,
Quebec,,Innu/Pessamit,Pessamit,PES,PWS,1,"3,6",2005-09-02,2005-09-13,,,,,,
Quebec,,Innu/Pessamit,Pessamit,PES,PWS,1,6,2008-10-23,2008-10-31,,,,,,
Quebec,,Innu/Pessamit,Pessamit,PES,PWS,1,6,2009-07-09,2009-07-17,,,,,,
Quebec,,Innu/Pessamit,Pessamit,PES,PWS,1,6,2009-08-07,2009-08-11,,,,,,
Quebec,,Innu/Pessamit,Pessamit,PES,PWS,1,"2,3,6",2009-08-16,2012-08-24,,,,,,
Ontario,Thunder Bay,Mattagami,Mattagami,Mattagami,PWS,1,2,2015-09-03,2015-09-06,,,,,,
Ontario,Southern,MOHAWKS OF THE BAY OF QUINTE,Tyendinaga,MBQ Airport,PWS,1,"3,4",2003-10-17,None,,,,,,
Ontario,Southern,MOHAWKS OF THE BAY OF QUINTE,Tyendinaga,MBQ Bayview Variety Apartments ,PWS,1,1,2008-06-06,None,,,,,,
Ontario,Southern,MOHAWKS OF THE BAY OF QUINTE,Tyendinaga,MBQ Clifford Maracle's Well,PWS,1,1,2008-06-06,2012-01-20,,,,,,
Ontario,Southern,MOHAWKS OF THE BAY OF QUINTE,Tyendinaga,MBQ Clifford Maracle's Well ,PWS,1,"2,3,4",2012-01-20,None,,,,,,
Ontario,Southern,MOHAWKS OF THE BAY OF QUINTE,Tyendinaga,MBQ Clifford Maracle's Well ,PWS,1,"3,6,4",2003-05-22,2006-11-24,,,,,,
Ontario,Southern,MOHAWKS OF THE BAY OF QUINTE,Tyendinaga,MBQ Mohawk Bible College ,PWS,1,1,2008-06-06,2016-06-06,,,,,,
Ontario,Southern,MOHAWKS OF THE BAY OF QUINTE,Tyendinaga,MBQ Trailer Park ,PWS,1,1,2008-06-06,None,,,,,,
Ontario,Southern,MOHAWKS OF THE BAY OF QUINTE,Tyendinaga,MBQ Tyendinaga ,PWS,1,1,2008-06-06,2012-12-21,,,,,,
Pacific,"Central District, Health Canada",Osoyoos,Oliver OIB McKinney Road ,McKinney Road ,PWS,1,4,2007-09-05,2007-09-18,,,,,,
Pacific,"Central District, Health Canada",Osoyoos,Oliver OIB McKinney Road ,McKinney Road ,PWS,1,4,2008-09-29,2013-02-20,,,,,,
Saskatchewan,,Flying Dust,Meadow Lake,Meadow Lake ,PWS,1,2,2014-03-04,2014-03-12,,,,,,
Saskatchewan,,Flying Dust,Meadow Lake,Meadow Lake ,PWS,1,6,2015-09-15,2015-09-18,,,,,,
Ontario,Thunder Bay,NIPISSING FIRST NATION,Meadowside,Meadowside ,PWS,1,"3,4,5",2005-06-24,2005-09-01,,,,,,
